tweet,pos,emo
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Guten Morgen Leute.<br><br>Da schaut man in die vorgeschlagenen Tweets...<br><br>Polen, Ungarn, Menschen in Deutschland die sich freiheitsberaubt fühlen, AFD, Schnee, Corona, <br>Tod Hass Verderben...<br><br>Ich will das alles nicht mehr sehen <br>😫 <a href=""https://t.co/LiXHIs4pfw"">pic.twitter.com/LiXHIs4pfw</a></p>&mdash; Johnny 🗝🗡🌕 (@GTryce20) <a href=""https://twitter.com/GTryce20/status/1244896958814269440?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Modehändler haben ohnehin zu kämpfen mit der Konkurrenz im Internet. Durch die Corona-Krise drohe nun der Kollaps, klagt ein Hamburger Ladenbesitzer – und fordert ungewöhnliche Hilfe, schreibt <a href=""https://twitter.com/stefaniediemand?ref_src=twsrc%5Etfw"">@stefaniediemand</a>. <a href=""https://twitter.com/hashtag/fplus?src=hash&amp;ref_src=twsrc%5Etfw"">#fplus</a> <a href=""https://t.co/GGCSJPyMX1"">https://t.co/GGCSJPyMX1</a></p>&mdash; FAZ Finanzen (@FAZ_Finance) <a href=""https://twitter.com/FAZ_Finance/status/1245382519379365891?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Kein Aprilscherz! Imbiss verkauft „Corona Burger“ <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Burger?src=hash&amp;ref_src=twsrc%5Etfw"">#Burger</a> <a href=""https://t.co/YGl3a14ndA"">https://t.co/YGl3a14ndA</a> via <a href=""https://twitter.com/tonight_news?ref_src=twsrc%5Etfw"">@tonight_news</a></p>&mdash; Tonight News (@tonight_news) <a href=""https://twitter.com/tonight_news/status/1244914655711068161?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Der Politologe Christoph Butterwegge warnt vor einer Zerfurchung der deutschen Gesellschaft durch die <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Pandemie. Im RND-Interview fordert der Armutsforscher einen Rettungsschirm für die Allerärmsten.  <a href=""https://t.co/xFUg9vLy4M"">https://t.co/xFUg9vLy4M</a></p>&mdash; RND (@RND_de) <a href=""https://twitter.com/RND_de/status/1244876334968516609?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/rki_de?ref_src=twsrc%5Etfw"">@rki_de</a> behauptet (Pressekonferenz) es gibt keine Blaupause für diese Pandemie und es kann nicht gesagt werden ab wann Massnahmen gelockert werden können<br><br>Zeit dass <a href=""https://twitter.com/rki_de?ref_src=twsrc%5Etfw"">@rki_de</a> sich mit der Complex System Theorie befasst und mit <a href=""https://twitter.com/yaneerbaryam?ref_src=twsrc%5Etfw"">@yaneerbaryam</a> redet<a href=""https://twitter.com/hashtag/COVID_19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID_19</a> <a href=""https://t.co/TY22mJzlmD"">https://t.co/TY22mJzlmD</a></p>&mdash; Laurent Altenburger🇪🇺 (@labruunt) <a href=""https://twitter.com/labruunt/status/1242743644140036097?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Belgien: 90-jährige Covid-19-Patientin lehnt Beatmungsgerät ab: &quot;Gebt es den Jüngeren&quot; In Belgien hat eine 90-jährige Frau, die an Covid-19 erkrankt war, eine künstliche Beatmung abgelehnt. Einen Tag nach der Einlieferung ins Krankenhaus verstarb sie. ... <a href=""https://t.co/as4aLldqIU"">https://t.co/as4aLldqIU</a></p>&mdash; stern_ratgeber (@stern_ratgeber) <a href=""https://twitter.com/stern_ratgeber/status/1245289788334395393?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wie können Gemeinden in Corona-Zeiten <a href=""https://twitter.com/hashtag/Ostern?src=hash&amp;ref_src=twsrc%5Etfw"">#Ostern</a> feiern? Die Evangelische Kirchengemeinde Wissen hat diese Idee:<a href=""https://t.co/rLyUtjMOad"">https://t.co/rLyUtjMOad</a><a href=""https://twitter.com/ekir_de?ref_src=twsrc%5Etfw"">@ekir_de</a> <a href=""https://twitter.com/EKD?ref_src=twsrc%5Etfw"">@EKD</a> <a href=""https://t.co/Mf0O03TIAa"">pic.twitter.com/Mf0O03TIAa</a></p>&mdash; Jesus.de (@jesusde) <a href=""https://twitter.com/jesusde/status/1244895197676306434?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">💚❤💚Halleluja <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> Version . <a href=""https://twitter.com/hashtag/wirbleibenzuhause?src=hash&amp;ref_src=twsrc%5Etfw"">#wirbleibenzuhause</a><a href=""https://t.co/MBE5GX7lOk"">https://t.co/MBE5GX7lOk</a><br>Bleiben wir zu Hause . <a href=""https://twitter.com/hashtag/Schlumpfhausen2020hilft?src=hash&amp;ref_src=twsrc%5Etfw"">#Schlumpfhausen2020hilft</a> 💚❤💚</p>&mdash; Frank Nied #Inklusion #Kinderrechte (🏡) (@FrankNied) <a href=""https://twitter.com/FrankNied/status/1241373280885518338?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Now is your time to be   C R E A T I V E   so please don´t waste it with just binge watching all day long <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a>  <a href=""https://t.co/2NpNfFWgq9"">https://t.co/2NpNfFWgq9</a> via <a href=""https://twitter.com/TizianaOlbrich?ref_src=twsrc%5Etfw"">@TizianaOlbrich</a></p>&mdash; Tiziana Olbrich (@TizianaOlbrich) <a href=""https://twitter.com/TizianaOlbrich/status/1244357730460196865?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Anlässlich der Corona-Epidemie und der  Schutzmaßnahmen an Schulen hat sich die Kultusministerkonferenz am 25. März für ein einheitliches Vorgehen entschieden: Die Schulprüfungen sollen wie geplant stattfinden.   <a href=""https://t.co/HAq8MRiMUE"">https://t.co/HAq8MRiMUE</a><br><br>Bild: flickr / ccarlstead <a href=""https://t.co/vikvMybSXY"">pic.twitter.com/vikvMybSXY</a></p>&mdash; zwd_Bildung (@zwd_Bildung) <a href=""https://twitter.com/zwd_Bildung/status/1245300507670990848?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Thanks to Adam Schlesinger for this song! Lost on Covid-19. Sad news... <a href=""https://t.co/KCCdnYBi0O"">pic.twitter.com/KCCdnYBi0O</a></p>&mdash; uwe isonfire (@IsonfireUwe) <a href=""https://twitter.com/IsonfireUwe/status/1245606841377144840?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Switching to &quot;home&quot; office with most of our printers. Now printing corona face shields for Spain. @ Openlab Hamburg <a href=""https://t.co/o0E5mqKGDA"">https://t.co/o0E5mqKGDA</a></p>&mdash; OpenProduction (@OpenLabs_) <a href=""https://twitter.com/OpenLabs_/status/1243999990244130816?ref_src=twsrc%5Etfw"">March 28, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">RA&#39;in Julia Weinmann; immer das Wohl der Mandanten im Blick: <a href=""https://t.co/nRjTKay6zu"">https://t.co/nRjTKay6zu</a><br>Vorbildlich!<br>Und was macht heute der elegante Penetrator aus Pasing? Hat er schon die Corona-Soforthilfe beantragt?</p>&mdash; Alexander Klotzman (@AKlotzman) <a href=""https://twitter.com/AKlotzman/status/1245090164667559936?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">In unserer Reihe <a href=""https://twitter.com/hashtag/Autorengegendiekrise?src=hash&amp;ref_src=twsrc%5Etfw"">#Autorengegendiekrise</a> meldet sich heute Johannes Weyer, Autor von »Die Echtzeitgesellschaft«. Er spricht darüber, ob der breite Einsatz smarter Technik in der derzeitigen Krise eher Segen oder Fluch ist. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a><a href=""https://t.co/NxJsl32Epv"">https://t.co/NxJsl32Epv</a></p>&mdash; Campus Verlag (@Campusverlag) <a href=""https://twitter.com/Campusverlag/status/1245349158631989249?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Zwei Paletten Dosenbier und 10 Kilo Ramen sollten genügen.<a href=""https://twitter.com/hashtag/magdillon?src=hash&amp;ref_src=twsrc%5Etfw"">#magdillon</a> <a href=""https://twitter.com/hashtag/magdeburg?src=hash&amp;ref_src=twsrc%5Etfw"">#magdeburg</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/memes?src=hash&amp;ref_src=twsrc%5Etfw"">#memes</a> <a href=""https://twitter.com/hashtag/deutschememes?src=hash&amp;ref_src=twsrc%5Etfw"">#deutschememes</a> <a href=""https://twitter.com/hashtag/quarant%C3%A4ne?src=hash&amp;ref_src=twsrc%5Etfw"">#quarantäne</a> <a href=""https://twitter.com/hashtag/meinreallife?src=hash&amp;ref_src=twsrc%5Etfw"">#meinreallife</a> <a href=""https://twitter.com/hashtag/studentenmemes?src=hash&amp;ref_src=twsrc%5Etfw"">#studentenmemes</a> <a href=""https://t.co/Tuo7sFHutA"">pic.twitter.com/Tuo7sFHutA</a></p>&mdash; Magdillon (@Magdillon1) <a href=""https://twitter.com/Magdillon1/status/1239500073907748864?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;Was ist deine Corona-Kompetenz?&quot; In aufwühlenden Zeiten ist es wichtig, dass wir uns mit unseren Emotionen auseinandersetzen, um gesund durch diese Krise zu kommen. Hier ein paar Tipps, die mir dabei helfen. <a href=""https://twitter.com/angstlotse?ref_src=twsrc%5Etfw"">@angstlotse</a> <a href=""https://twitter.com/LenaRogl?ref_src=twsrc%5Etfw"">@LenaRogl</a> Danke für eure Impulse. <a href=""https://t.co/wn4KnZjRb5"">https://t.co/wn4KnZjRb5</a></p>&mdash; Katharina Nolden (@NoldenKatharina) <a href=""https://twitter.com/NoldenKatharina/status/1241972317695156225?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Desinformation über Corona: Politikerlügen bringen Plattformen unter Druck <a href=""https://t.co/qxkxKNLhLZ"">https://t.co/qxkxKNLhLZ</a></p>&mdash; netzpolitik.org (@netzpolitik_org) <a href=""https://twitter.com/netzpolitik_org/status/1245674625041866752?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Weil es so wichtig für alle Kreative ist - bitte teilen! Hilfe bei Verdienstausfall wegen Corona für Kreative und Musiker.<a href=""https://t.co/KixRCCfAIL"">https://t.co/KixRCCfAIL</a></p>&mdash; delamar (@musikproduktion) <a href=""https://twitter.com/musikproduktion/status/1241482844741959690?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">In Zeiten von Corona gibt es auch noch Erfreuliches zu berichten. Wie z.B. die bestandenen SCA-Brewing-Intermediate-Skills. Dieses Wissen und Erfahrung gebe ich Euch gerne in meinen Kursen weiter. Gerne könnt ihr euch auf meiner Homepage über die Kurse i… <a href=""https://t.co/BkkmDLGbh5"">https://t.co/BkkmDLGbh5</a> <a href=""https://t.co/TN3nR10spy"">pic.twitter.com/TN3nR10spy</a></p>&mdash; coffeeteller (@coffeeteller) <a href=""https://twitter.com/coffeeteller/status/1242765793579982850?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona verbreitet sich viel, viel schneller als immer dargestellt wird. Selectives (italien )vs Massen Testen (South Korea): Hier sind 30% der 20-29 jaehrigen infiziert, Corona verbreitet sich viel, viel schneller als immer dargestellt wird <a href=""https://t.co/zymPAQsBQ8"">pic.twitter.com/zymPAQsBQ8</a></p>&mdash; Birgit Frenzel (@birgitfrenzel) <a href=""https://twitter.com/birgitfrenzel/status/1239096626234494976?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">RT docgoy: Aus aktuellem Anlass <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Covid19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid19</a> <a href=""https://twitter.com/hashtag/SARS?src=hash&amp;ref_src=twsrc%5Etfw"">#SARS</a>-Cov2<br>Webinar m Dienstag: Was bedeutet die Corona-Krise für Ihre Haustiere? Kostenlose Anmeldung: <a href=""https://t.co/J8PSiq4XDd"">https://t.co/J8PSiq4XDd</a> <a href=""https://twitter.com/hashtag/Webinar?src=hash&amp;ref_src=twsrc%5Etfw"">#Webinar</a> <a href=""https://t.co/XENYwO5qAs"">pic.twitter.com/XENYwO5qAs</a></p>&mdash; DocGoy com (@DocGoy_com) <a href=""https://twitter.com/DocGoy_com/status/1241313146314338304?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/GutenMorgen?src=hash&amp;ref_src=twsrc%5Etfw"">#GutenMorgen</a> da draußen! ☕<br>Startet alle gut und vor allem <a href=""https://twitter.com/hashtag/gesund?src=hash&amp;ref_src=twsrc%5Etfw"">#gesund</a> in die neue Woche 🍀<br>Mal sehen was uns diese Woche noch alles so beschäftigt ausser die Corona-Pandemie 🙄 <a href=""https://t.co/H5OqPzHv18"">pic.twitter.com/H5OqPzHv18</a></p>&mdash; Andreas Reinhard (@Andreas21852415) <a href=""https://twitter.com/Andreas21852415/status/1239411010873839616?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Öffentlich-rechtliche Sender genießen großes Vertrauen ins Sachen <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>. Bin sehr glücklich, über unser duales System. Denn wenn der private Wettbewerb nicht wäre, würden ebenfalls wichtige Quellen fehlen: <a href=""https://t.co/Dt7PcrQ26B"">https://t.co/Dt7PcrQ26B</a></p>&mdash; Sabine Haas (@sabinehaas) <a href=""https://twitter.com/sabinehaas/status/1245637106862415877?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Hände weg vom Wedding: Tresencast #1 – Kiezkämpfe international in Zeiten von Corona <a href=""https://t.co/2oitxV5RO2"">https://t.co/2oitxV5RO2</a></p>&mdash; Stadtvernetzt-Berlin (@stadtvernetzt) <a href=""https://twitter.com/stadtvernetzt/status/1245472377573695488?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Über 1.000 Corona-Tote in Deutschland <a href=""https://t.co/w9iWzlhzQs"">https://t.co/w9iWzlhzQs</a> via <a href=""https://twitter.com/Pressecop24com?ref_src=twsrc%5Etfw"">@Pressecop24com</a></p>&mdash; APDeutschland (@APDeutschlands) <a href=""https://twitter.com/APDeutschlands/status/1245770021864955910?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bisher fünf Corona-Fälle in Berliner Flüchtlingsunterkünften <a href=""https://t.co/OJShYumqTe"">https://t.co/OJShYumqTe</a> <a href=""https://t.co/mXbjko3xTe"">pic.twitter.com/mXbjko3xTe</a></p>&mdash; PNR24 (@CityReport) <a href=""https://twitter.com/CityReport/status/1242099167649869825?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Was wir gerade in der Corona-Krise mehr brauchen, ist „Doppelte Prädestination“. <br><br>Hier mal ein Orthodoxer-Calvinismus-Reader:<br><br>- Johann Calvin<br>- David Paraeus<br>- Johannes Piscator<br>... <br><br>... ja, ok, ist Quatsch, ich hör schon auf mit dem Meme. 😂</p>&mdash; Tobias Graßmann (@luthvind) <a href=""https://twitter.com/luthvind/status/1241324320674193408?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ist der mutmaßliche <a href=""https://twitter.com/hashtag/Suizid?src=hash&amp;ref_src=twsrc%5Etfw"">#Suizid</a> von <a href=""https://twitter.com/SchaeferHessen?ref_src=twsrc%5Etfw"">@SchaeferHessen</a> , <a href=""https://t.co/BXb3pGwCQQ"">https://t.co/BXb3pGwCQQ</a> , ein Beispiel der die <a href=""https://twitter.com/hashtag/These?src=hash&amp;ref_src=twsrc%5Etfw"">#These</a> von <a href=""https://twitter.com/hashtag/Professor?src=hash&amp;ref_src=twsrc%5Etfw"">#Professor</a> Simon bestätigt, dass die  hiesigen <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> <a href=""https://twitter.com/hashtag/Ma%C3%9Fnahmen?src=hash&amp;ref_src=twsrc%5Etfw"">#Maßnahmen</a> mehr Tote durch Suizid und wirtschaftlichen Niedergang etc. hervorrufen, als der <a href=""https://twitter.com/hashtag/Virus?src=hash&amp;ref_src=twsrc%5Etfw"">#Virus</a> selber? <a href=""https://t.co/h47xWFxAYM"">pic.twitter.com/h47xWFxAYM</a></p>&mdash; Andreas Jaeger (@AjpmNews) <a href=""https://twitter.com/AjpmNews/status/1244407524473872384?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Wtf I go to sleep and when I wake up there is a travel ban between the US and Europe, Tom Hanks and his wife are tested positive for corona virus and people are trying to cancel Florence ??? <br>Wtf?</p>&mdash; roxy ⧗ black widow movie (@OhMyLotz) <a href=""https://twitter.com/OhMyLotz/status/1237948252441509889?ref_src=twsrc%5Etfw"">March 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bayern <a href=""https://twitter.com/hashtag/neuulm?src=hash&amp;ref_src=twsrc%5Etfw"">#neuulm</a> verlängert die Ausgangsbeschränkungen bis zum 19. April. Das hat Ministerpräsident Markus Söder heute in einer Pressekonferenz angekündigt. Unsere Infos zu <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> gibt es weiterhin hier <a href=""https://t.co/sIVw84XXCX"">https://t.co/sIVw84XXCX</a> <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> <a href=""https://twitter.com/hashtag/StayHome?src=hash&amp;ref_src=twsrc%5Etfw"">#StayHome</a> <a href=""https://twitter.com/hashtag/zweilandstadt?src=hash&amp;ref_src=twsrc%5Etfw"">#zweilandstadt</a> <a href=""https://twitter.com/hashtag/Coronakrise?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronakrise</a></p>&mdash; Zweilandstadt - 🦠 bleibt daheim und reist später (@Zweilandstadt) <a href=""https://twitter.com/Zweilandstadt/status/1244589946746351616?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Guterres: Menschheit steht vor größter Krise seit Zweitem Weltkrieg <a href=""https://t.co/bQx8sg9HDk"">https://t.co/bQx8sg9HDk</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Guterres?src=hash&amp;ref_src=twsrc%5Etfw"">#Guterres</a> <a href=""https://twitter.com/hashtag/Rezession?src=hash&amp;ref_src=twsrc%5Etfw"">#Rezession</a></p>&mdash; tagesschau (@tagesschau) <a href=""https://twitter.com/tagesschau/status/1245063931653218309?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wie sich dank <a href=""https://twitter.com/alphahuhn?ref_src=twsrc%5Etfw"">@alphahuhn</a> die Corona-Gedanken ausblenden lassen 🤗<a href=""https://twitter.com/hashtag/zeitverbrechen?src=hash&amp;ref_src=twsrc%5Etfw"">#zeitverbrechen</a> <a href=""https://t.co/5iA3AYMyNj"">pic.twitter.com/5iA3AYMyNj</a></p>&mdash; vonallemnichts (@vonallemnichts) <a href=""https://twitter.com/vonallemnichts/status/1245769294966927360?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ich könnte ständig Beiträge liken, weil es doch so viele vernünftige Menschen im Umgang mit der Corona Krise hier gibt. 😋# Corona #Bayern#</p>&mdash; Stolze Einzelkindmama und Hundebesitzerin! (@Elbeglueck47) <a href=""https://twitter.com/Elbeglueck47/status/1241018805582733314?ref_src=twsrc%5Etfw"">March 20, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bin wieder am Start  <a href=""https://twitter.com/hashtag/online?src=hash&amp;ref_src=twsrc%5Etfw"">#online</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/zuhause?src=hash&amp;ref_src=twsrc%5Etfw"">#zuhause</a> <a href=""https://twitter.com/hashtag/aufregen?src=hash&amp;ref_src=twsrc%5Etfw"">#aufregen</a> 😀🤓</p>&mdash; SIDI DEYAA EDDINE SCHÄCHLE (@flyforlifeyo) <a href=""https://twitter.com/flyforlifeyo/status/1245850848321667073?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Jetzt ist es soweit, die erste <a href=""https://twitter.com/hashtag/VOICE?src=hash&amp;ref_src=twsrc%5Etfw"">#VOICE</a>-<a href=""https://twitter.com/hashtag/Webkonferenz?src=hash&amp;ref_src=twsrc%5Etfw"">#Webkonferenz</a> startet.<br>Thema: <a href=""https://twitter.com/hashtag/CIO?src=hash&amp;ref_src=twsrc%5Etfw"">#CIO</a>-Austausch zur <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise<br><br>Wir freuen uns auf kurze Vortröge von <a href=""https://twitter.com/jjreichel?ref_src=twsrc%5Etfw"">@jjreichel</a> , Uwe Herold und <a href=""https://twitter.com/Ulibaeumer?ref_src=twsrc%5Etfw"">@Ulibaeumer</a> <br>Danke auch an Patrick Quellmalz  für die Moderation!<br><br>Vertieftes Arbeiten…<a href=""https://t.co/MmVHgxcA1h"">https://t.co/MmVHgxcA1h</a></p>&mdash; Grischa Thoms (@GrischaThoms) <a href=""https://twitter.com/GrischaThoms/status/1242869875162431496?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
